Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Supervised Research,PHYSICS 90R,Morin,FAS,Physics,2020 Spring,Full Term,,"Primarily for selected concentrators in Physics, or in Chemistry and Physics, who have obtained honor grades in Physics 15 and a number of intermediate-level courses. The student must be accepted by some member of the faculty doing research in the student's field of interest. The form of the research depends on the student's interest and experience, the nature of the particular field of physics, and facilities and support available. Students wishing to write a senior thesis can do so by arrangin"
Supervised Reading Course for Undergraduates,PHYSICS 91R,Morin,FAS,Physics,2019 Fall,Full Term,,"Open to selected concentrators in Physics, Chemistry and Physics, and other fields who wish to do supervised reading and studying of special topics in physics. Ordinarily such topics do not include those covered in a regular course of the Department. Honor grades in Physics 15 and a number of intermediate-level courses are ordinarily required. The student must be accepted by a member of the faculty."
Supervised Reading Course for Undergraduates,PHYSICS 91R,Morin,FAS,Physics,2020 Spring,Full Term,,"Open to selected concentrators in Physics, Chemistry and Physics, and other fields who wish to do supervised reading and studying of special topics in physics. Ordinarily such topics do not include those covered in a regular course of the Department. Honor grades in Physics 15 and a number of intermediate-level courses are ordinarily required. The student must be accepted by a member of the faculty."
Topics in Current Research,PHYSICS 95,Mazur,FAS,Physics,2019 Fall,Full Term,Split Schedule,"The goal of this tutorial is twofold. First, students will learn about a range of modern physics research topics from experts at Harvard as well as from one another. Every Wednesday evening a faculty member speaks on his/her area of research, preceded by assigned reading and a student presentation designed to introduce the basic physics, as well as important developments and burning problems at the frontiers of that particular research area. Second, the tutorial provides structured activities to"
Laboratory Electronics,PHYSICS 123 001,Hayes,FAS,Physics,2019 Fall,Full Term,1:30pm - 5:45pm,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphas"
Laboratory Electronics,PHYSICS 123,Hayes,FAS,Physics,2020 Spring,Full Term,1:30pm - 5:45pm,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphas"
Laboratory Electronics,PHYSICS 123 002,Hayes,FAS,Physics,2019 Fall,Full Term,1:30pm - 5:45pm,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphas"
Widely Applied Physics,PHYSICS 125,Morin,FAS,Physics,2020 Spring,Full Term,12:00pm - 1:15pm,"Uses physics to analyze important technologies and real-world systems. Stresses estimation and “back of the envelope” calculations, as are commonly used by research physicists. New physical concepts are introduced as necessary. Example topics: energy production and storage, nuclear physics, nuclear power and weapons, health effects of radiation, risk analysis, airplanes, spy satellites, rockets, fluids, water waves, mechanical design and failure, global warming, and cosmology.  "
Energy Science,PHYSICS 129,Hau,FAS,Physics,2020 Spring,Full Term,1:30pm - 2:45pm,"Non-fossil energy sources and energy storage are important for our future. We cover four main subjects to which students with a background in physics and physical chemistry could make paradigm changing contributions: photovoltaic cells, nuclear power, batteries, and photosynthesis. Fundamentals of electrodynamics, statistical/thermal physics, and quantum mechanics are taught as needed to give students an understanding of the topics covered."
Quantum Mechanics I,PHYSICS 143A,Hailu,FAS,Physics,2019 Fall,Full Term,10:30am - 11:45am,"Introduction to nonrelativistic quantum mechanics: uncertainty relations; Schrödinger equation; Dirac notation; matrix mechanics; one-dimensional problems including particle in box, tunneling, and harmonic oscillator; angular momentum, hydrogen atom, spin, Pauli principle; and if time allows: time-independent perturbation theory; and scattering."
Quantum Mechanics I,PHYSICS 143A,Morii,FAS,Physics,2020 Spring,Full Term,10:30am - 11:45am,"Introduction to nonrelativistic quantum mechanics: uncertainty relations; Schrödinger equation; Dirac notation; matrix mechanics; one-dimensional problems including particle in box, tunneling, and harmonic oscillator; angular momentum, hydrogen atom, spin, Pauli principle; and if time allows: time-independent perturbation theory; and scattering."
Quantum Mechanics II,PHYSICS 143B,Jafferis,FAS,Physics,2019 Fall,Full Term,1:30pm - 2:45pm,"Introduction to path integrals, identical particles, many-electron theory, WKB approximation, time-dependent perturbation theory, scattering theory, relativistic quantum mechanics, and basics of quantum information."
Quantum Mechanics II,PHYSICS 143B,Hailu,FAS,Physics,2020 Spring,Full Term,10:30am - 11:45am,"Introduction to path integrals, identical particles, many-electron theory, WKB approximation, time-dependent perturbation theory, scattering theory, relativistic quantum mechanics, and basics of quantum information."
Symmetries and Geometry in Quantum Mechanics,PHYSICS 144,Demler,FAS,Physics,2019 Fall,Full Term,12:00pm - 1:15pm,"This course will review the role of symmetries in quantum mechanics. Topics include atomic and molecular symmetries, crystallographic symmetries, spontaneous symmetry breaking and phase transitions, geometrical Berry phases, topological aspects of condensed matter systems. Mathematical basics of group theory will be taught as needed to give students an understanding of the topics covered."
Elementary Particle Physics,PHYSICS 145,Guenette,FAS,Physics,2019 Fall,Full Term,10:30am - 11:45am,"Introduction to elementary particle physics. Emphasis on concepts and phenomenology rather than on detailed calculational development of theories. Starts with the discovery of the electron in 1897 and ends with the theoretical motivations for the Higgs boson, and attempts to cover everything important in between. Students will also have a brief experience of particle physics research using Atlas experiment open data."
Mechanics,PHYSICS 151,Morii,FAS,Physics,2019 Fall,Full Term,12:00pm - 1:15pm,"Fundamental ideas of classical mechanics including contact with modern work and applications. Topics include Lagrange's equations, the role of variational principles, symmetry and conservation laws, Hamilton's equations, Hamilton-Jacobi theory and phase space dynamics. Applications to celestial mechanics, quantum mechanics, the theory of small oscillations and classical fields, and nonlinear oscillations, including chaotic systems presented."
Electrodynamics,PHYSICS 153,Hailu,FAS,Physics,2020 Spring,Full Term,12:00pm - 1:15pm,"Aimed at advanced undergraduates. Emphasis on the properties and sources of the electromagnetic fields and on the wave aspects of the fields. Course starts with electrostatics and subsequently develops the Maxwell equations. Topics: electrostatics, dielectrics, magnetostatics, electrodynamics, radiation, wave propagation in various media, wave optics, diffraction and interference. A number of applications of electrodynamics and optics in modern physics are discussed."
Introduction to quantum information,PHYSICS 160,Lukin,FAS,Physics,2020 Spring,Full Term,10:30am - 11:45am,"Introduction to quantum information science, including quantum computation, communication and metrology. Emphasis on fundamental principles, experimental implementations and applications. Background and theoretical techniques will be introduced. "
Laser Physics and Modern Optical Physics,PHYSICS 175,Greiner,FAS,Physics,2020 Spring,Full Term,1:30pm - 2:45pm,"Introduction to laser physics and modern optical physics aimed at advanced undergraduates. Review of electromagnetic theory and relevant aspects of quantum mechanics. Wave nature of light. Physics of basic optical elements. Propagation of focused beams, optical resonators, dielectric waveguides. Interaction of light with matter, introduction to quantum optics. Lasers. Physics of specific laser systems. Introduction to nonlinear optics. Modern applications."
Statistical Mechanics and Thermodynamics,PHYSICS 181,Schwartz,FAS,Physics,2020 Spring,Full Term,12:00pm - 1:15pm,"This course provides an introduction to statistical mechanics and thermal physics. It surveys the fundamental elements of classical and quantum statistical mechanics (ensembles and partition functions) and thermodynamics (temperature, heat, work, free energy) and their application to a variety of physical systems. Topics covered may include heat engines, solid-state physics, blackbody radiation, phase transitions, physical chemistry, stellar physics, quantum information, Bose-Einstein condensati"
Advanced Laboratory,PHYSICS 191,Silvera,FAS,Physics,2019 Fall,Full Term,1:30pm - 5:30pm,"Students carry out three experimental projects selected from those available representing condensed matter, atomic, nuclear, and particle physics. Included are pulsed nuclear magnetic resonance (with MRI), microwave spectroscopy, optical pumping, Raman scattering, scattering of laser light, nitrogen vacancies in diamond, neutron activation of radioactive isotopes, Compton scattering, relativistic mass of the electron, recoil free gamma-ray resonance, lifetime of the muon, studies of superfluid h"
Advanced Laboratory,PHYSICS 191,Silvera,FAS,Physics,2020 Spring,Full Term,1:30pm - 5:30pm,"Students carry out three experimental projects selected from those available representing condensed matter, atomic, nuclear, and particle physics. Included are pulsed nuclear magnetic resonance (with MRI), microwave spectroscopy, optical pumping, Raman scattering, scattering of laser light, nitrogen vacancies in diamond, neutron activation of radioactive isotopes, Compton scattering, relativistic mass of the electron, recoil free gamma-ray resonance, lifetime of the muon, studies of superfluid h"
Introduction to Solid State Physics,PHYSICS 195,Mundy,FAS,Physics,2019 Fall,Full Term,3:00pm - 4:15pm,"The physics of crystalline solids and their electric, magnetic, optical, and thermal properties. Designed as a first course in solid-state physics. Topics: free electron model; Drude model; the physics of crystal binding; crystal structure and vibration (phonons); electrons in solids (Bloch theorem) and electronic band structures; metals and insulators; semiconductors (and their applications in pn junctions and transistors); plasmonic excitations and screening; optical transitions; solid-state l"
